cust_id,region,tenure,age,marital,address,income,ed,employ,retire,gender,reside,tollfree,equip,callcard,wireless,longmon,tollmon,equipmon,cardmon,wiremon,longten,tollten,equipten,cardten,wireten,multline,voice,pager,internet,callid,callwait,forward,confer,ebill,loglong,lninc,custcat,churn
C00655,R3,35,55,N,24,30,E2,2,N,N,1,N,N,Y,N,10.25,0,0,15.75,0,395.85,0,0,550,0,N,N,N,N,N,N,N,N,N,2.327,3.401,C1,N
C00656,R2,44,39,N,16,79,E2,16,N,N,1,Y,Y,Y,Y,15.25,24.5,37.45,27.25,30.05,653.7,1037.45,1610.1,1110,1280,Y,N,Y,Y,Y,Y,Y,Y,Y,2.725,4.369,C4,Y
C00657,R3,28,51,Y,22,40,E3,10,N,Y,6,Y,N,N,N,8.95,21.25,0,0,0,253.55,586.95,0,0,0,N,N,N,N,Y,Y,Y,Y,N,2.192,3.689,C3,N
C00658,R1,16,27,N,5,37,E3,5,N,N,4,N,N,N,N,6,0,0,0,0,80.7,0,0,0,0,N,N,N,N,N,N,N,N,N,1.792,3.611,C1,N
C00659,R1,40,57,Y,15,22,E2,9,N,N,2,N,N,Y,N,8.55,0,0,19.75,0,381.5,0,0,710,0,N,N,N,N,N,N,N,N,N,2.146,3.091,C1,N
C00660,R1,20,42,N,4,17,E3,5,N,N,1,N,N,N,N,7.8,0,0,0,0,175.85,0,0,0,0,N,N,N,N,N,N,N,N,N,2.054,2.833,C1,N
C00661,R2,64,48,Y,13,91,E2,24,N,N,2,Y,N,Y,Y,24.5,24.75,0,12.5,29.65,1531.9,1569.25,0,780,1875.95,Y,N,N,N,Y,Y,Y,Y,N,3.199,4.511,C3,N
C00662,R1,40,38,Y,10,85,E3,12,N,N,2,N,N,N,N,10.6,0,0,0,0,384.8,0,0,0,0,N,N,N,N,Y,Y,Y,Y,N,2.361,4.443,C3,Y
C00663,R1,67,68,N,28,244,E1,47,N,Y,1,Y,N,Y,N,30.25,30.25,0,30.75,0,2186.2,2036.15,0,2105,0,N,Y,N,N,Y,Y,Y,Y,N,3.409,5.497,C3,N
C00664,R3,41,34,Y,15,83,E5,1,N,Y,2,Y,N,Y,N,8.9,33.75,0,5.75,0,379.55,1404.45,0,220,0,Y,Y,Y,Y,Y,Y,Y,Y,N,2.186,4.419,C4,N
C00665,R3,20,48,Y,29,24,E2,3,N,N,2,Y,N,Y,N,11.85,22.5,0,35,0,230.7,452.75,0,675,0,Y,Y,Y,N,Y,Y,Y,Y,N,2.472,3.178,C4,Y
C00666,R2,45,52,Y,4,169,E4,29,N,Y,4,N,Y,Y,N,14.65,0,40.45,14.25,0,618.15,0,1820.4,690,0,Y,N,N,Y,N,N,N,N,N,2.684,5.13,C2,N
C00667,R1,10,26,N,6,34,E3,3,N,N,1,N,Y,N,N,4.85,0,27.7,0,0,41.85,0,223.05,0,0,Y,N,N,N,N,N,N,N,N,1.579,3.526,C2,N
C00668,R2,4,35,N,16,161,E5,6,N,Y,1,Y,Y,N,Y,3.4,23.75,49.8,0,35.75,10.35,103.1,126.95,0,135.25,N,Y,Y,Y,Y,Y,Y,Y,Y,1.224,5.081,C4,Y
C00669,R3,27,51,Y,3,80,E5,11,N,N,3,N,Y,N,N,7.1,0,39.4,0,0,176.2,0,1086.65,0,0,Y,N,Y,Y,N,N,N,N,Y,1.96,4.382,C2,N
C00670,R3,52,61,Y,3,53,E5,1,N,Y,2,N,Y,Y,Y,12.25,0,38.4,8.75,35.95,631.7,0,1884.1,465,1971.35,Y,Y,N,Y,N,N,N,Y,Y,2.506,3.97,C2,N
C00671,R3,3,20,Y,1,17,E2,0,N,Y,4,N,N,N,N,3.75,0,0,0,0,12.3,0,0,0,0,N,N,N,N,N,N,N,N,Y,1.322,2.833,C1,Y
C00672,R1,55,53,Y,21,34,E1,8,N,N,2,N,N,N,N,5.7,0,0,0,0,304.4,0,0,0,0,N,N,N,N,N,Y,Y,Y,N,1.74,3.526,C3,N
C00673,R2,47,25,Y,5,21,E1,1,N,Y,2,Y,N,Y,N,8.65,30.5,0,9,0,426.6,1465.45,0,405,0,N,N,N,N,N,Y,Y,Y,N,2.158,3.045,C3,Y
C00674,R1,13,20,N,1,17,E3,0,N,N,5,N,Y,Y,N,3.05,0,31.3,14,0,40.3,0,390.6,155,0,Y,N,N,Y,Y,Y,Y,Y,Y,1.115,2.833,C4,N
C00675,R2,12,24,N,2,19,E1,0,N,N,1,Y,N,Y,N,4,24.75,0,27.25,0,46,299,0,295,0,N,N,N,N,Y,Y,Y,Y,N,1.386,2.944,C3,Y
C00676,R2,23,47,N,21,173,E3,22,N,Y,1,N,N,N,N,7.6,0,0,0,0,145.9,0,0,0,0,Y,N,N,N,Y,N,N,Y,Y,2.028,5.153,C2,N
C00677,R1,35,61,N,23,41,E2,11,N,N,1,N,N,Y,N,9.6,0,0,9.5,0,353.55,0,0,295,0,N,N,N,N,N,N,N,N,N,2.262,3.714,C1,N
C00678,R1,13,54,N,2,31,E4,2,N,N,1,N,N,N,N,5.85,0,0,0,0,97,0,0,0,0,N,Y,N,Y,N,N,N,N,Y,1.766,3.434,C1,N
C00679,R3,61,50,Y,30,102,E4,9,N,Y,3,N,N,Y,N,12.6,0,0,12.5,0,760.3,0,0,745,0,Y,N,N,Y,N,N,N,N,Y,2.534,4.625,C2,N
C00680,R2,3,37,N,13,24,E1,3,N,Y,1,N,N,N,N,2,0,0,0,0,3.05,0,0,0,0,N,Y,N,N,N,N,N,Y,Y,0.693,3.178,C1,N
C00681,R1,59,42,N,1,68,E2,21,N,Y,1,Y,N,Y,N,17.3,21.25,0,19.25,0,997.85,1183.55,0,1160,0,Y,N,N,N,Y,Y,Y,Y,N,2.851,4.22,C3,N
C00682,R3,31,31,N,4,48,E1,15,N,N,1,N,N,N,N,3.8,0,0,0,0,127.7,0,0,0,0,N,N,N,N,N,Y,Y,Y,N,1.335,3.871,C3,N
C00683,R1,48,55,N,15,79,E1,25,N,N,1,N,N,Y,N,13.8,0,0,25.5,0,668.65,0,0,1140,0,N,N,N,N,Y,Y,Y,Y,N,2.625,4.369,C3,N
C00684,R2,51,48,N,12,64,E2,22,N,Y,1,N,N,Y,N,14.8,0,0,17,0,708.45,0,0,820,0,N,N,N,N,N,N,N,N,N,2.695,4.159,C1,N
C00685,R3,14,47,Y,7,48,E1,13,N,N,2,Y,N,N,N,4.25,11,0,0,0,55.5,126.45,0,0,0,N,N,N,N,N,N,N,Y,N,1.447,3.871,C1,N
C00686,R3,19,29,Y,9,18,E2,2,N,N,3,N,N,N,N,5.4,0,0,0,0,108.5,0,0,0,0,N,N,N,Y,N,N,Y,N,Y,1.686,2.89,C1,Y
C00687,R3,22,23,N,3,37,E2,4,N,Y,3,N,Y,Y,Y,5.35,0,28.1,9,24.7,144.05,0,602.2,200,503.5,N,Y,N,Y,Y,N,N,Y,Y,1.677,3.611,C4,N
C00688,R3,14,22,Y,2,13,E3,0,N,Y,4,N,Y,N,N,9.45,0,26.85,0,0,117.55,0,364.1,0,0,Y,N,N,Y,N,N,N,N,N,2.246,2.565,C2,Y
C00689,R1,62,52,Y,2,195,E1,23,N,N,2,Y,N,Y,Y,23.15,36.75,0,36,34.3,1420.95,2308.25,0,2205,2082.8,Y,N,N,N,N,N,Y,Y,N,3.142,5.273,C3,Y
C00690,R1,56,47,Y,19,65,E2,22,N,N,3,Y,N,Y,Y,12.4,48.75,0,36.5,58.4,744.45,2695.95,0,2070,3084.2,N,Y,Y,N,Y,Y,Y,Y,N,2.518,4.174,C4,N
C00691,R2,57,39,N,6,106,E5,8,N,N,1,Y,Y,Y,Y,9.05,24.25,41.85,12.25,39.6,568.15,1486.35,2291.35,740,2183.95,Y,N,Y,N,Y,Y,Y,Y,N,2.203,4.663,C3,N
C00692,R2,40,38,N,17,96,E4,0,N,Y,1,N,N,N,N,9.3,0,0,0,0,316.05,0,0,0,0,N,N,N,N,N,N,N,N,N,2.23,4.564,C1,N
C00693,R3,23,25,Y,6,38,E2,1,N,Y,3,Y,Y,Y,N,13.9,23.25,28.5,3.75,0,255,574.85,621.25,65,0,Y,N,Y,N,N,Y,Y,N,N,2.632,3.638,C3,N
C00694,R1,29,37,Y,13,145,E5,0,N,Y,4,Y,Y,Y,Y,8.6,24,41.15,17.75,28,241.45,713.45,1201.4,495,722.8,N,Y,Y,Y,Y,Y,Y,Y,N,2.152,4.977,C4,N
C00695,R1,20,34,Y,2,22,E4,0,N,Y,3,Y,Y,Y,Y,4.85,18.25,35.05,34.75,31.65,75.45,338.55,731.05,635,570.65,N,N,Y,Y,Y,Y,Y,Y,Y,1.579,3.091,C4,N
C00696,R1,2,36,N,3,25,E1,6,N,Y,1,Y,Y,Y,Y,1.9,15.75,28.7,5,24.15,3.6,23.05,29.05,5,20.95,N,N,Y,N,Y,Y,Y,Y,N,0.642,3.219,C3,N
C00697,R2,39,51,Y,21,41,E5,20,N,N,6,Y,Y,Y,Y,12.1,20.5,54.3,9.75,35.35,492.8,910.25,2059.7,330,1301.1,Y,Y,Y,Y,Y,Y,Y,Y,Y,2.493,3.714,C4,N
C00698,R3,59,43,Y,4,101,E2,22,N,Y,5,N,N,Y,N,13.65,0,0,20.75,0,817.65,0,0,1195,0,Y,N,N,N,N,N,N,Y,N,2.614,4.615,C2,N
C00699,R2,50,27,Y,5,22,E2,5,N,Y,3,N,N,Y,N,17.2,0,0,13.25,0,893.3,0,0,750,0,N,N,N,N,N,N,N,N,N,2.845,3.091,C1,N
C00700,R3,61,48,N,14,115,E4,20,N,Y,1,Y,Y,Y,Y,12.8,16,39.2,17.25,31,785.7,953.95,2410.1,1015,1799.15,Y,Y,Y,Y,Y,N,Y,Y,Y,2.549,4.745,C4,N
C00701,R3,38,53,N,13,242,E4,12,N,N,1,Y,Y,Y,Y,8.95,37.75,54.1,28.5,50.75,396.35,1556.4,1979.1,1020,1934.9,Y,Y,Y,N,Y,Y,Y,Y,Y,2.192,5.489,C4,N
C00702,R2,4,47,N,5,123,E4,11,N,N,1,N,Y,Y,N,2.5,0,25.3,13.75,0,9.25,0,99.5,40,0,N,N,N,Y,N,N,Y,N,Y,0.916,4.812,C1,N
C00703,R1,25,29,Y,8,31,E4,3,N,Y,5,N,Y,N,N,12.95,0,33.05,0,0,348.9,0,832.85,0,0,Y,N,N,Y,N,N,N,N,Y,2.561,3.434,C2,Y
C00704,R3,50,37,Y,11,48,E3,8,N,Y,2,Y,N,Y,N,12.9,27.75,0,8.75,0,669.75,1445.15,0,445,0,N,N,N,N,Y,Y,Y,Y,N,2.557,3.871,C3,N
C00705,R2,59,52,Y,18,78,E1,25,N,N,2,N,N,N,N,18.6,0,0,0,0,1179.05,0,0,0,0,N,N,N,N,N,N,N,N,N,2.923,4.357,C1,N
C00706,R1,60,46,N,17,81,E5,9,N,Y,1,N,Y,Y,N,17.45,0,39.25,10.25,0,1067,0,2331.65,610,0,Y,N,N,Y,N,N,N,N,Y,2.859,4.394,C2,N
C00707,R3,38,27,Y,0,26,E4,2,N,N,4,N,Y,Y,Y,12.2,0,38.75,9.25,28.05,477.5,0,1429.95,365,1111,N,Y,Y,Y,Y,Y,Y,N,Y,2.501,3.258,C4,Y
C00708,R3,7,31,N,10,59,E3,10,N,N,1,N,Y,N,N,2.45,0,29.8,0,0,16.35,0,170.2,0,0,N,Y,N,N,N,Y,N,N,Y,0.896,4.078,C1,N
C00709,R2,22,56,Y,14,57,E4,28,N,N,2,Y,Y,Y,Y,6.2,18.25,36.65,10.5,28.8,135.2,417.55,748.3,250,649.6,Y,Y,Y,Y,Y,Y,Y,Y,N,1.825,4.043,C4,N
C00710,R2,64,46,Y,19,168,E2,26,N,Y,2,Y,Y,Y,Y,14.2,71,73.8,38.75,62.45,928.8,4667.75,4758.05,2460,3704.05,Y,Y,Y,Y,Y,Y,Y,Y,Y,2.653,5.124,C4,N
C00711,R3,65,58,N,13,167,E2,14,N,Y,2,N,N,Y,N,24.3,0,0,17.25,0,1642.35,0,0,1110,0,Y,N,N,N,N,N,N,N,N,3.19,5.118,C2,N
C00712,R1,64,55,N,28,104,E1,26,N,Y,1,N,N,Y,N,15,0,0,39.25,0,960.95,0,0,2360,0,N,N,N,N,Y,N,N,Y,N,2.708,4.644,C3,N
C00713,R3,33,26,N,5,46,E4,1,N,Y,3,Y,Y,Y,Y,11,17.5,40.9,6,32.05,350.05,593.1,1347.7,185,1009.5,N,N,Y,Y,Y,Y,Y,Y,Y,2.398,3.829,C4,N
C00714,R2,69,42,Y,11,65,E2,18,N,N,2,Y,Y,Y,Y,14.2,30.5,64.2,31.5,66.55,1007.5,2082.75,4167.7,2125,4399.6,Y,Y,Y,Y,Y,Y,Y,Y,Y,2.653,4.174,C4,N
C00715,R3,22,34,Y,1,46,E3,1,N,N,4,N,Y,N,N,7.1,0,23.4,0,0,125.05,0,484.1,0,0,Y,N,N,Y,N,N,N,N,N,1.96,3.829,C2,N
C00716,R3,71,53,N,30,110,E1,34,N,N,1,N,N,Y,N,17.45,0,0,14.75,0,1249.8,0,0,1100,0,Y,N,N,N,N,N,N,N,N,2.859,4.7,C2,N
C00717,R3,12,22,Y,1,18,E3,0,N,Y,2,N,N,N,N,4.65,0,0,0,0,57.7,0,0,0,0,N,N,N,Y,N,N,N,N,Y,1.537,2.89,C1,N
C00718,R3,63,28,Y,9,34,E2,10,N,Y,6,Y,N,Y,Y,15,40,0,17.5,45.1,934.05,2465.4,0,1120,2770.35,Y,Y,N,N,Y,Y,Y,Y,N,2.708,3.526,C3,N
C00719,R2,57,54,Y,20,21,E2,0,N,Y,3,N,N,Y,N,10.6,0,0,17,0,565.55,0,0,930,0,N,N,N,N,N,N,N,N,N,2.361,3.045,C1,N
C00720,R1,13,21,N,2,19,E3,0,N,Y,1,N,Y,Y,N,7.9,0,25.2,5,0,98.35,0,311.65,40,0,Y,N,N,Y,N,N,N,N,N,2.067,2.944,C2,Y
C00721,R3,18,69,Y,11,58,E3,8,N,N,2,Y,Y,Y,Y,6.35,27.25,53.95,11.75,63,118.05,454.05,896.8,175,1049.95,Y,Y,Y,Y,Y,Y,Y,Y,Y,1.848,4.06,C4,N
C00722,R2,22,43,N,4,114,E2,19,N,N,1,N,Y,N,N,9.25,0,22.7,0,0,202.8,0,428.7,0,0,N,N,N,N,N,N,N,N,N,2.225,4.736,C1,N
C00723,R3,7,40,N,9,33,E4,2,N,Y,1,N,N,N,N,2.8,0,0,0,0,16.85,0,0,0,0,N,N,N,Y,N,N,N,N,Y,1.03,3.497,C1,N
C00724,R1,35,43,N,12,224,E3,17,N,N,1,N,N,Y,N,7.7,0,0,9.5,0,271.55,0,0,330,0,N,N,N,N,N,N,N,N,N,2.041,5.412,C1,N
C00725,R1,64,24,Y,0,23,E3,1,N,Y,5,N,Y,N,N,7,0,35.55,0,0,394.6,0,2182.4,0,0,Y,N,N,Y,N,Y,N,Y,N,1.946,3.135,C2,N
C00726,R1,38,31,Y,7,187,E4,6,N,N,3,Y,N,Y,Y,12.65,21.25,0,34,47.85,448.75,834,0,1165,1801.75,N,Y,Y,N,Y,Y,Y,Y,N,2.538,5.231,C4,Y
C00727,R1,72,69,Y,49,44,E2,44,Y,Y,2,N,N,Y,N,99.95,0,0,12.5,0,7257.6,0,0,875,0,Y,N,N,N,N,Y,N,Y,N,4.605,3.784,C3,N
C00728,R3,72,64,N,41,674,E4,37,N,Y,1,Y,N,Y,Y,49.6,32.75,0,48.75,60.15,3535.8,2378.15,0,3465,4366.2,Y,Y,N,N,Y,Y,Y,Y,N,3.904,6.513,C3,N
C00729,R3,13,55,N,3,250,E2,35,N,Y,2,N,N,N,N,4.1,0,0,0,0,50.1,0,0,0,0,N,N,N,N,N,N,N,N,N,1.411,5.521,C1,N
C00730,R3,39,24,Y,2,26,E2,4,N,N,4,N,N,Y,N,10.4,0,0,12.5,0,403.5,0,0,480,0,N,N,N,N,N,N,N,N,Y,2.342,3.258,C1,Y
C00731,R2,46,42,N,9,52,E4,7,N,N,3,N,N,Y,N,14.25,0,0,21,0,611.65,0,0,985,0,Y,N,N,N,N,N,N,N,N,2.657,3.951,C2,N
C00732,R2,23,33,Y,7,28,E1,4,N,N,2,N,N,Y,N,6.9,0,0,14,0,177.4,0,0,340,0,N,N,N,N,Y,Y,Y,N,N,1.932,3.332,C3,N
C00733,R2,72,61,Y,39,76,E3,21,N,N,2,Y,Y,Y,Y,54.8,67.25,51.35,69.5,55.5,3983.6,4905.85,3761.8,4975,4097.7,Y,Y,Y,Y,Y,Y,Y,Y,N,4.004,4.331,C4,N
C00734,R1,8,30,N,1,34,E2,9,N,Y,1,N,N,Y,N,4.25,0,0,13.25,0,28.65,0,0,75,0,N,N,N,N,Y,N,Y,Y,N,1.447,3.526,C3,N
C00735,R3,37,37,N,7,172,E3,13,N,N,1,N,N,N,N,6.85,0,0,0,0,258.5,0,0,0,0,N,N,N,N,N,N,N,N,Y,1.924,5.147,C1,N
C00736,R2,6,30,N,9,45,E2,2,N,Y,1,N,N,N,N,1.35,0,0,0,0,9.95,0,0,0,0,N,N,N,N,N,N,N,N,N,0.3,3.807,C1,Y
C00737,R2,43,43,Y,3,55,E4,18,N,Y,4,Y,Y,Y,Y,9.1,40.75,48.4,16,50.6,422.7,1802.5,1976.65,675,2244.8,N,Y,Y,Y,Y,Y,Y,Y,N,2.208,4.007,C4,N
C00738,R3,6,33,N,12,26,E3,0,N,N,1,Y,N,Y,Y,6.1,18.75,0,24.25,22.8,35.1,131.1,0,125,121.75,N,Y,N,Y,Y,Y,Y,Y,N,1.808,3.258,C3,Y
C00739,R1,22,33,N,9,54,E1,10,N,N,1,Y,N,Y,N,11.05,22.25,0,18.75,0,246.7,504.4,0,370,0,N,N,N,N,Y,Y,Y,Y,N,2.402,3.989,C3,N
C00740,R1,71,47,Y,23,142,E1,30,N,N,2,N,N,Y,N,32.2,0,0,82.25,0,2237.35,0,0,5520,0,Y,N,N,N,N,N,N,N,N,3.472,4.956,C2,N
C00741,R1,63,29,N,10,20,E3,7,N,N,2,Y,Y,Y,Y,13.3,31,62.35,10,96.25,867.9,1944.45,3778.75,640,6132.2,Y,Y,Y,Y,Y,Y,Y,Y,Y,2.588,2.996,C4,N
C00742,R2,50,52,Y,17,36,E4,16,N,N,4,Y,N,Y,Y,11.95,55,0,48,85.85,616.25,2662.1,0,2330,4118.6,Y,Y,Y,N,Y,Y,Y,Y,Y,2.481,3.584,C4,N
C00743,R3,16,19,N,0,21,E2,0,N,Y,1,N,N,N,N,5.25,0,0,0,0,70.25,0,0,0,0,N,N,N,N,N,Y,N,N,N,1.658,3.045,C1,N
C00744,R3,44,31,N,12,30,E1,7,N,Y,3,N,N,Y,N,8,0,0,13,0,317.9,0,0,530,0,N,N,N,N,N,N,N,N,N,2.079,3.401,C1,N
C00745,R3,61,76,N,39,15,E1,29,Y,N,1,Y,N,Y,N,18.6,52.75,0,24,0,1168.45,3257.7,0,1415,0,Y,N,Y,N,Y,Y,Y,Y,N,2.923,2.708,C3,N
C00746,R3,24,39,N,11,49,E3,7,N,Y,1,N,Y,N,N,7.45,0,30.9,0,0,177.2,0,657.25,0,0,N,N,N,Y,N,N,N,N,N,2.008,3.892,C1,N
C00747,R2,64,38,N,0,29,E2,2,N,N,2,Y,N,Y,N,17.5,15.5,0,16.75,0,1114.45,1141.55,0,1010,0,Y,N,N,N,N,N,N,N,N,2.862,3.367,C2,N
C00748,R3,33,55,Y,21,64,E3,10,N,Y,3,Y,N,Y,N,5.15,14.5,0,24.75,0,163.05,494.55,0,775,0,N,N,N,N,N,N,Y,Y,N,1.639,4.159,C1,N
C00749,R1,2,40,N,9,134,E4,2,N,N,1,N,Y,N,N,3.9,0,23.8,0,0,4.6,0,26.45,0,0,N,N,N,Y,N,N,N,N,Y,1.361,4.898,C1,N
C00750,R1,52,54,Y,5,153,E5,10,N,N,2,N,Y,N,Y,11.05,0,36.3,0,30.15,555.85,0,1816.65,0,1525.15,Y,Y,N,Y,Y,N,N,N,Y,2.402,5.03,C2,Y
C00751,R3,3,25,N,4,22,E4,0,N,N,2,N,Y,Y,N,2.85,0,28.25,19.5,0,7.5,0,48,30,0,N,Y,N,Y,N,Y,Y,Y,Y,1.047,3.091,C4,Y
C00752,R2,28,57,N,33,82,E4,22,N,Y,1,N,Y,N,N,4.05,0,31.45,0,0,71.5,0,858.15,0,0,Y,Y,N,Y,N,N,Y,N,Y,1.399,4.407,C2,Y
C00753,R2,37,33,N,1,102,E2,12,N,N,1,N,Y,Y,Y,16.3,0,33.35,10.25,37.9,646.7,0,1108.05,360,1330.6,Y,N,Y,Y,Y,Y,N,N,Y,2.791,4.625,C4,N
C00754,R1,71,56,N,23,170,E1,30,N,Y,1,Y,N,Y,N,14.2,27,0,30,0,1001.2,1840.65,0,2140,0,Y,Y,Y,N,N,Y,Y,Y,N,2.653,5.136,C4,N
C00755,R2,61,40,N,15,85,E3,15,N,Y,1,Y,N,Y,N,13.65,29.25,0,22.75,0,831.15,1823.6,0,1310,0,Y,N,N,N,Y,Y,Y,Y,Y,2.614,4.443,C3,N
C00756,R2,60,55,Y,13,67,E1,18,N,Y,2,N,N,Y,N,10.75,0,0,14.75,0,697.7,0,0,925,0,N,N,N,N,N,N,N,N,N,2.375,4.205,C1,N
C00757,R1,8,63,Y,1,31,E1,9,N,N,2,Y,N,Y,N,2.25,13.75,0,11.25,0,16.8,102.55,0,80,0,N,N,N,N,Y,N,Y,Y,N,0.811,3.434,C3,N
C00758,R1,16,24,Y,5,24,E3,2,N,N,5,N,N,Y,N,9.4,0,0,14.75,0,124.2,0,0,215,0,N,N,N,N,Y,Y,Y,N,N,2.241,3.178,C3,N
C00759,R2,39,25,N,4,18,E1,0,N,Y,1,N,N,N,N,6.75,0,0,0,0,242.7,0,0,0,0,Y,N,N,N,Y,Y,N,Y,N,1.91,2.89,C3,N
C00760,R1,50,34,N,10,104,E3,9,N,N,1,Y,Y,Y,Y,27.5,21.75,52.1,20.25,47.9,1444.45,1219.55,2568.4,960,2368.4,Y,Y,Y,Y,Y,Y,Y,Y,Y,3.314,4.644,C4,N
C00761,R3,31,62,N,5,56,E2,26,N,Y,1,Y,N,Y,N,4.3,22.25,0,13.75,0,123.5,744.45,0,435,0,N,Y,N,N,Y,Y,Y,Y,N,1.459,4.025,C3,N
C00762,R1,36,58,N,34,80,E1,21,N,Y,1,N,N,Y,N,8.5,0,0,8.5,0,298.25,0,0,260,0,Y,N,N,N,N,Y,N,N,N,2.14,4.382,C2,N
C00763,R2,48,42,N,21,35,E4,5,N,N,1,N,N,N,N,12.9,0,0,0,0,589.35,0,0,0,0,Y,N,N,N,N,Y,Y,N,N,2.557,3.555,C3,N
C00764,R1,51,28,N,8,43,E5,1,N,N,5,Y,Y,Y,Y,11.15,35,77.7,20,80.35,623,1920.5,3925.5,955,4059.9,Y,Y,Y,Y,Y,Y,Y,Y,Y,2.411,3.761,C4,N
C00765,R1,35,39,Y,11,30,E3,2,N,Y,3,Y,N,N,N,6.85,27.75,0,0,0,224.85,929.95,0,0,0,N,N,Y,N,N,N,Y,Y,N,1.924,3.401,C3,Y
C00766,R1,23,35,Y,0,23,E2,1,N,N,5,N,N,N,N,6.7,0,0,0,0,153.9,0,0,0,0,N,N,N,N,Y,N,Y,Y,N,1.902,3.135,C3,N
C00767,R1,38,37,Y,1,52,E1,20,N,Y,4,Y,N,Y,Y,12.2,41.5,0,18.75,54.4,532.55,1686.3,0,705,2051.1,Y,Y,Y,N,Y,Y,Y,Y,N,2.501,3.951,C4,N
C00768,R2,37,50,N,9,110,E2,21,N,Y,1,Y,N,Y,N,9.65,28.5,0,11.25,0,364.05,992.4,0,375,0,N,N,N,N,Y,Y,Y,Y,N,2.267,4.7,C3,N
C00769,R3,13,43,Y,1,123,E3,21,N,N,5,Y,Y,Y,N,3.85,23,33.05,6.75,0,55.05,317.5,439.3,75,0,N,N,Y,Y,Y,Y,Y,N,Y,1.348,4.812,C4,N
C00770,R1,30,27,N,4,47,E4,2,N,Y,2,N,N,Y,N,10.75,0,0,21.25,0,296.9,0,0,600,0,Y,N,N,Y,N,N,N,N,N,2.375,3.85,C2,Y
C00771,R2,25,51,Y,20,359,E3,29,N,N,2,Y,Y,Y,Y,5.75,27.5,39.2,40.5,21.4,163.75,676.15,881.45,975,475.55,N,Y,Y,N,Y,Y,Y,Y,N,1.749,5.883,C4,N
C00772,R2,28,40,N,7,64,E1,19,N,N,1,Y,N,N,N,6,27.5,0,0,0,167.65,722.5,0,0,0,N,N,N,N,Y,N,N,Y,N,1.792,4.159,C3,N
C00773,R1,48,32,N,2,88,E3,9,N,N,1,Y,N,Y,Y,6.15,33.75,0,29.75,44.75,307.65,1603.8,0,1390,2119.35,Y,Y,Y,Y,Y,Y,Y,Y,N,1.816,4.477,C4,N
C00774,R3,67,65,Y,30,17,E1,29,Y,Y,2,Y,N,Y,N,21.7,26.25,0,12,0,1384.05,1721.25,0,785,0,Y,N,N,N,Y,N,Y,N,N,3.077,2.833,C3,N
C00775,R1,29,38,Y,19,46,E2,6,N,N,2,N,Y,N,N,8.35,0,22.95,0,0,248.6,0,584.9,0,0,Y,N,N,N,N,N,N,N,Y,2.122,3.829,C2,N
C00776,R2,1,21,N,1,18,E3,0,N,Y,1,N,Y,N,N,2.7,0,32.7,0,0,2.7,0,32.7,0,0,N,N,N,Y,N,N,N,Y,Y,0.993,2.89,C1,Y
C00777,R1,15,35,Y,5,34,E3,8,N,N,2,N,Y,N,N,5.15,0,25.55,0,0,110.55,0,350.25,0,0,Y,N,N,Y,N,N,N,N,Y,1.639,3.526,C2,Y
C00778,R3,48,49,N,18,39,E2,5,N,Y,1,Y,Y,Y,Y,7,24.5,42.8,23.5,30.75,399.75,1229.6,2099.35,1140,1394.5,Y,Y,Y,N,Y,Y,Y,Y,N,1.946,3.664,C4,Y
C00779,R3,8,26,Y,1,25,E4,1,N,N,2,N,Y,N,N,3.15,0,20.05,0,0,29.9,0,138.4,0,0,N,N,N,Y,N,N,N,N,Y,1.147,3.219,C1,Y
C00780,R1,25,39,Y,8,94,E4,11,N,Y,4,N,Y,N,N,3.95,0,30.75,0,0,95.2,0,681.2,0,0,Y,N,N,N,N,N,N,N,N,1.374,4.543,C2,Y
C00781,R2,17,68,Y,1,335,E1,35,N,Y,3,Y,N,Y,Y,3.55,18.75,0,29.25,27.9,70.25,285.9,0,525,422.85,N,Y,Y,N,Y,Y,Y,Y,N,1.267,5.814,C4,N
C00782,R1,13,45,Y,3,99,E3,8,N,Y,2,N,N,Y,N,8.7,0,0,23.75,0,103.4,0,0,240,0,N,Y,N,Y,Y,N,Y,N,N,2.163,4.595,C3,Y
C00783,R3,3,31,Y,4,35,E2,2,N,Y,3,Y,Y,N,Y,4.35,12.75,34.05,0,21.5,11,30.2,75.3,0,28.5,N,Y,Y,Y,Y,N,Y,N,Y,1.47,3.555,C4,Y
C00784,R3,26,42,N,20,49,E3,13,N,N,1,Y,Y,Y,Y,3.5,25,43.65,24.5,27.7,82.3,638.1,1054.4,625,633.4,Y,Y,Y,Y,Y,Y,Y,Y,Y,1.253,3.892,C4,Y
C00785,R3,5,30,N,3,46,E4,7,N,N,1,N,Y,N,N,4.3,0,32.1,0,0,17.55,0,121.55,0,0,Y,N,N,Y,N,N,N,N,Y,1.459,3.829,C2,Y
C00786,R3,12,22,N,1,23,E4,0,N,N,2,N,N,N,N,4.05,0,0,0,0,33.75,0,0,0,0,N,N,N,N,N,N,Y,N,N,1.399,3.135,C1,N
C00787,R3,3,25,Y,2,45,E4,0,N,Y,2,Y,Y,N,N,3,15.75,31.15,0,0,9.15,53.05,87.6,0,0,N,N,N,Y,N,N,N,N,Y,1.099,3.807,C1,Y
